group	A	A	B	B	C	C	D	D
gene589	2.424470672	3.095124388	3.046040475	3.800061211	2.882378939	3.896465616	3.770342781	2.432146995
gene590	3.188973711	2.888980878	2.467370787	3.974152988	2.482917964	3.138811193	3.242517146	2.727966185
gene591	3.498761466	3.8657209	3.048244906	3.479644475	2.658855838	3.449821498	3.38901606	3.096498009
gene592	1.426066119	3.968459445	2.309024807	4.469794828	3.539729571	4.00648654	2.958198653	2.402337443
gene593	0	3.027950216	4.047276628	3.096567162	2.604273002	2.031959741	4.042696862	2.213820066
gene594	0.665893898	3.510303698	3.244533951	4.361031386	3.27254581	0	2.552713972	2.894511249
gene595	1.112379869	2.312563531	2.762297784	3.565779938	3.976409464	3.319918464	4.164617353	3.653105889
gene596	3.124665607	3.040308573	3.292724335	3.746645988	2.566169754	3.847475839	3.752791401	3.513970722
gene597	2.796018317	2.093982647	2.547375792	3.066399229	2.49785503	2.422714716	3.651729096	2.207293165
gene598	3.499654578	3.904975349	2.006183106	3.435716593	3.393590554	3.774671112	3.826863685	2.72522418
gene599	2.443431608	3.69055119	3.259853968	3.058278393	3.34147061	3.23944387	3.62144239	3.399984517
gene600	3.132961729	3.641280123	2.670307836	3.552204902	4.320123598	4.138150952	3.430869995	2.935816134
gene601	3.309895027	3.395893618	3.351711711	3.260575221	3.548609245	3.683134985	3.825765279	3.301347665
gene602	2.531261673	2.621791672	2.952903821	3.038804886	2.822363055	2.624096214	3.260108481	3.095041659
gene603	4.263860713	3.227523916	3.124536583	3.367274603	2.477464922	2.758045149	2.792547211	2.894970996
gene604	2.725714985	3.624884628	3.719424417	2.060797943	3.465608848	3.048433252	1.901683661	3.516557317
gene605	3.419344721	3.212272054	2.940860205	3.645171328	2.509206839	3.273174198	3.300106148	3.362119167
gene606	3.470341629	3.72034414	3.375450975	2.81032176	3.026716859	2.937619344	3.48516918	3.844285211
gene607	2.996124771	3.096492949	2.25002473	3.612033962	2.228843312	2.562296162	1.611540681	2.240466987
gene608	3.368514144	3.391645383	2.43691338	3.734666271	2.748538518	2.732549244	3.114095453	2.963028299
gene609	2.109166627	1.394151914	3.376169505	5.281998626	3.033304938	3.572198464	3.668414171	2.829709545
gene610	3.378726624	3.432181745	3.265934912	3.241341407	2.958768451	3.174376056	3.231659732	3.441429032
gene611	3.547104291	2.734289078	3.726002846	2.333432321	2.901266602	3.826995844	3.269502993	3.631581609
gene612	4.293002553	3.466287776	3.641407302	3.299074643	4.083809049	3.652348816	2.239009971	2.521133677
gene613	3.569041395	3.568202396	2.163579238	3.824391095	2.422230309	3.342951489	3.272327825	2.746089142
gene614	3.349042504	2.591662664	3.178588768	4.456832428	3.480381464	2.041278033	2.846818224	3.316420929
gene615	3.490801149	2.489833192	3.518950515	3.336873201	3.062366977	3.560299203	2.870343017	2.786201135
gene616	3.470706048	3.86670031	3.359684209	1.031931519	8.56E-06	4.173671141	3.85028937	3.185348033
gene617	4.525561525	3.330283028	3.720081422	2.609866044	2.994880179	3.430021602	2.890180115	2.885482607
gene618	2.881782066	2.348068081	2.601563412	2.231466202	2.688672738	3.185033981	2.989756654	2.049327561
gene619	1.484261896	2.784857808	3.417305706	3.81433508	3.134795931	3.319863564	3.319008012	2.702030245
gene620	2.401048794	2.458374129	1.829358432	3.440934928	2.535326395	2.742836223	2.986485571	2.463557069
gene621	3.084433398	2.856927941	3.689791159	1.290011472	3.252877328	3.601375618	2.822532337	3.451216388
gene622	2.807925704	2.860241767	2.388128907	3.129507236	4.060462488	2.722522857	2.19839357	3.019691241
gene623	3.59645814	3.135346066	3.49036475	2.734009371	3.235697961	3.438378027	3.148208508	3.015030059
gene624	3.043953374	3.699618258	3.359970888	2.769871159	3.200476104	3.103979297	3.163149287	3.922711646
gene625	3.933402677	2.778332651	2.16812532	3.841963058	3.490698478	3.308995694	2.502154901	3.07566269
gene626	5.821740824	3.182975089	3.000466997	3.271818569	3.16278687	3.768279619	2.059770581	3.188223663
gene627	0	2.096275349	2.928233865	4.423961315	3.718657533	2.837218686	3.469846914	2.772470565
gene628	3.084475919	3.205636487	2.324061705	3.638896344	2.684969057	2.57539463	3.046794864	2.647646073
gene629	3.014112443	2.883759605	1.866631081	1.938063677	1.607612019	2.705986746	0.847737198	2.272826454
gene630	3.333346444	3.298589405	2.421271781	3.595933254	2.67868492	3.139476044	2.793785622	2.778128658
gene631	3.355646389	3.246125297	2.939702382	3.887330299	3.109584553	3.624615633	3.23651864	3.214544494
gene632	3.109437457	3.477651426	3.119807675	2.737122118	3.273815736	3.778986497	3.372415862	3.940918448
gene633	5.27931528	2.949206204	3.610203962	3.685996196	2.412198911	2.083461882	2.831080702	3.418701346
gene634	0	3.235933801	0	0	5.013073618	2.900864876	0	0
gene635	3.720880375	2.622436096	3.806891124	3.215678597	3.590230729	3.417066665	2.949400462	3.982318258
gene636	2.042976959	2.083366567	2.971712759	2.031031653	2.266354792	2.034240371	1.969104431	2.065155228
gene637	3.522432448	3.667880774	3.374090765	3.503221508	2.995849895	3.295163174	3.219966139	3.401132099
gene638	2.048926672	2.662029995	3.69309661	1.699169588	3.776588315	3.923529538	3.511430086	4.039936745
gene639	4.170686223	3.098043877	2.586236319	3.402621228	3.564487921	2.965739964	3.012211084	2.283023882
gene640	3.130054446	2.021714235	2.983584673	3.457046578	3.358407515	2.865625892	3.428153113	3.216790084
gene641	2.211404753	3.53822774	4.414216733	3.356829773	3.352015521	3.394992857	3.722619029	2.501663335
gene642	3.925078457	3.51072145	2.912475505	1.183340411	2.976174808	3.827717423	3.722892212	3.472097801
gene643	3.295786196	3.342184922	3.423458502	3.773574423	3.141463855	2.648465443	2.828123787	3.077791597
gene644	2.952288831	3.763560298	2.221295556	3.391793836	1.135482336	2.788088466	2.941870662	2.469737533
gene645	3.263470154	2.351529395	0	1.646457619	0	2.175629985	4.775187533	3.347995823
gene646	3.655947104	3.099399573	3.725577576	2.045998553	3.204032698	3.189947874	3.551712875	3.515056395
gene647	3.176501503	3.029898082	3.154398502	3.419228746	3.058099988	3.09973956	2.857994925	2.801918096
gene648	4.274448044	2.83086984	2.024011105	2.493247668	3.016291276	3.625293872	2.979105266	2.501370353
gene649	4.359998991	2.869257489	2.728612782	3.860535784	2.448782043	3.327066469	3.395459075	3.078474917
gene650	0	0	7.393707923	0	0	0	0	0
gene651	2.912103722	3.563084895	3.131416627	3.936637939	2.617413687	3.106829026	3.267393469	2.904977276
gene652	0	3.783215661	2.270815958	2.617728688	2.215737608	3.576086724	0	1.747748297
gene653	3.407964509	3.451805874	2.821779593	2.784790818	2.821677565	3.220218498	2.92301413	3.011781859
gene654	3.279755052	3.222419729	3.555693472	3.055882819	3.153526496	3.020054095	3.12526922	3.451365431
gene655	2.837475047	2.051065779	0	0	2.198371567	3.181080282	0	0
gene656	4.449488743	2.668016979	3.150881323	3.423396646	3.040396255	3.022987373	3.085436554	2.479691032
gene657	2.878152465	2.234645399	1.943550059	2.417290851	1.817786958	2.236792607	1.736574571	2.388602858
gene658	3.718931467	3.060495345	2.580152722	3.432642781	2.957173565	3.531356506	3.230459736	3.631756201
gene659	2.67893501	3.04710384	3.248800459	2.857565041	3.008456411	3.000564344	3.499692842	2.573561153
gene660	2.670434747	3.045006042	2.566157574	4.305985108	3.30288198	3.205758458	3.518459603	2.149418717
gene661	1.200874678	2.728560543	3.18964431	3.336399085	2.690939992	3.72611187	3.569551851	3.501630218
gene662	3.36618231	3.196492165	2.946880548	3.305067277	2.616101226	2.785138294	2.545049099	2.272862277
gene663	5.134023747	2.164770191	3.504048285	2.813998669	3.209921191	2.51414499	2.99245122	2.475935718
gene664	3.663401552	3.36427686	2.644232396	3.087466236	2.783685037	2.808714537	3.369995445	2.743607597
gene665	0	0	0	0	0	0	0	0
gene666	3.571688944	0	2.826520014	0	0	3.258852048	0	0
gene667	0.058190822	3.609353107	2.236370156	2.518177568	2.353966855	3.486392594	2.807062231	4.058299176
gene668	2.522899419	3.620809249	2.94387633	1.156759025	3.046356598	4.372673558	4.052607174	1.938236854
gene669	3.89181772	2.708838344	1.446420344	2.69959605	2.458628732	2.52884883	2.613798008	2.06422066
gene670	1.656189722	3.410178263	3.253765435	3.83758	1.241913384	1.606807001	4.343429143	0
gene671	3.148270345	2.149561792	2.791734903	4.07677285	3.076685642	2.724403617	3.992224599	1.705637363
gene672	2.954557404	4.135009441	2.159047858	3.38469915	2.593669289	2.590333742	2.521857315	3.087593527
gene673	3.690350044	3.442447256	2.74078296	1.840036153	3.158556776	3.204843421	2.381474427	3.472058798
gene674	2.449754161	2.534763849	3.553557109	2.018025208	3.37790945	3.230754834	2.922789651	3.400414967
gene675	3.208913619	3.104875054	2.397334763	3.423188201	2.64370845	3.141743401	3.104584916	2.923468687
gene676	4.399799999	2.507198414	3.16280459	3.107743099	2.164190931	2.055733614	2.731602518	2.195448394
gene677	3.142740172	4.026065248	2.796109713	3.519604804	3.454504938	3.393600164	2.921542967	2.841478051
gene678	2.098567781	3.223918295	2.871977663	3.435120495	2.343888167	2.778715323	2.785713748	2.538860934
gene679	0	1.033454718	3.750724402	2.087327052	3.388916902	2.866722067	3.870759249	0
gene680	2.154456833	3.480407316	2.595448759	3.626859618	2.317503786	2.549654386	2.463303334	3.42722936
gene681	3.578588561	3.702435914	3.10202986	2.898591472	3.038451985	3.288791158	2.896626423	2.617329048
gene682	3.149686972	2.945987803	2.969296028	3.262807464	2.407453369	2.842140116	3.119656638	3.663299072
gene683	3.144610934	3.369155157	2.780501186	3.417119338	2.490521355	2.896459804	3.281003809	2.903541583
gene684	3.069499392	1.968503682	2.608974788	3.944689809	2.472661924	3.44529632	3.372652666	2.128270302
gene685	1.660746113	1.664455534	3.281126993	1.938752498	1.913875539	2.259905175	2.932008241	3.532329429
gene686	2.101639992	2.442025185	1.931176229	3.704761324	2.5234641	2.621981514	3.060991573	2.870654709
gene687	3.098579571	3.425730523	3.612942196	2.738981794	2.937841528	3.150265584	1.713682619	3.125108832
gene688	4.335326035	3.344354147	3.490531624	1.675599172	3.217261742	3.175987594	3.209829197	3.749523541
gene689	3.60086441	3.650213105	3.59489485	3.59812696	2.552369693	2.891671928	2.672665205	3.160904058
gene690	4.372736235	2.378117603	2.867246117	2.750518611	2.39239986	3.429566423	3.298926597	3.159199671
gene691	4.207455605	2.327023342	2.354635518	3.138286957	2.542121823	2.95476583	4.027561035	2.320086041
gene692	2.76278039	2.995003239	2.833675436	3.333685628	2.513922731	3.254988523	3.300956878	2.768436311
gene693	2.87578596	2.914254521	3.477236941	3.229764788	3.668436864	3.135024222	2.988170223	3.272962278
gene694	2.774049054	2.692277654	1.600355399	2.689504926	1.845469979	2.621737761	2.970704593	2.442863897
gene695	3.060946625	3.310151045	2.281220487	3.773743199	2.385304019	3.276039516	3.441844639	2.414208613
gene696	2.996186249	3.048672137	2.889804487	2.954356394	2.445994139	3.136150363	2.789261838	3.065162123
gene697	2.489666238	3.57142198	2.729631075	3.368624491	3.03177276	2.880368156	3.097019103	2.547953179
gene698	3.833051992	2.973543318	3.622086971	3.37550519	3.41509205	3.157926525	2.66211661	3.054527264
gene699	3.2238905	2.881040034	2.869993764	3.511025194	3.010957032	3.105121541	3.306520362	3.045556551
gene700	3.258499327	2.896624486	2.592134077	2.879080332	2.911647486	3.474578813	3.340784424	2.917441303
gene701	3.465151698	2.143321576	2.647164821	1.942176664	3.004253281	2.464712697	3.206114931	3.625843245
gene702	1.355134698	0.098444218	0.749013302	1.125637878	0.976582865	0.527994125	2.34356985	0.829959939
gene703	1.743829453	2.064379338	2.914560697	2.712375673	4.97020945	2.292731696	1.281134413	1.797498638
gene704	3.345272881	1.223385478	1.103584921	1.931490181	0.359627991	2.247064676	2.51279576	1.804702048
gene705	3.769623654	4.00362922	2.837315583	3.260302723	4.136823001	3.371823681	2.524610352	2.964653692
gene706	0	2.88570711	0	0	3.05683147	0	0	2.064027463
gene707	0	0	0	0	0	5.976452999	2.518557799	0
gene708	2.801733964	2.673217192	2.49904477	3.016250263	2.269541891	3.652796225	3.306534943	2.724944892
gene709	2.534360472	3.400024151	3.224955564	3.518371473	3.003271206	3.220848427	3.042306385	3.180168553
gene710	3.155333135	3.871577553	3.460834285	1.80604766	2.837606237	3.151405874	3.377433361	3.290458318
gene711	1.1657126	3.308238539	0	2.484602194	0	1.235451359	1.831313832	0
gene712	3.461947582	2.972299305	2.403273177	3.973620459	2.610990556	2.370245203	2.567350739	2.682995707
gene713	3.323796617	3.412026792	3.020932394	3.234999403	3.283864004	3.309314454	2.938590674	2.908174984
gene714	3.626170432	1.362279107	0.643935594	1.341177384	2.018181926	2.223261898	2.026081188	2.274330253
gene715	2.796329871	3.15538819	2.844048141	4.178881924	2.68834152	2.638806007	2.384469841	2.407167813
gene716	3.921931363	2.332856849	2.96034304	3.196748663	2.437312977	3.095149713	2.996896674	3.013998146
gene717	3.65382818	3.495516094	3.115424503	3.177464986	3.388498161	2.839673438	3.42451367	2.834211626
gene718	6.478340892	0	2.44E-09	0	0	0	0	0
gene719	5.35E-08	3.325277028	4.068387058	0.31709448	2.05882213	3.64859199	2.70124962	2.949615236
gene720	3.88563293	0.671520743	3.841832263	2.754353072	2.54370621	3.210783151	3.953526	3.043612229
gene721	3.409758861	2.910124376	2.086855084	3.442924923	2.760791523	2.732516684	2.946452024	2.232924715
gene722	2.041971857	3.643694599	0.194588881	0.172022757	1.303079318	1.794224534	0.052358296	4.96E-08
gene723	3.98325814	3.972628329	0	2.408391227	0	3.752234781	1.180026889	0.268326592
gene724	2.157101934	3.353406575	2.497985285	2.911520941	2.913220699	3.001144685	2.942929191	2.397255346
gene725	2.907352184	3.843632169	2.799648936	3.448484729	2.707372385	2.999377704	3.092593098	2.549181208
gene726	0	0	0	0	7.228241497	0	0	0
gene727	3.498314702	2.927608265	3.249273907	3.309973583	2.870155575	2.951541171	2.934676897	2.633996088
gene728	3.359418559	1.163775652	0.339818085	1.733792506	0.836940473	1.885191677	3.278137933	2.488592129
gene729	2.595181381	2.57106757	2.59783863	2.981366803	2.803638291	2.903946419	2.866635037	2.982435092
gene730	2.294844211	3.352565042	2.672714983	2.324611895	3.092872129	2.566038203	3.248103663	1.928885716
gene731	2.199983227	1.102389385	0.574111199	1.229630988	0.5684038	1.643288233	2.322098323	0.933205497
gene732	3.425866113	2.864980461	3.060877473	2.521618655	3.24157175	2.760484973	3.050517369	3.224588283
gene733	2.34031444	3.231744201	3.383509386	2.621402534	2.95915623	3.386707499	3.060114846	3.11479344
gene734	3.855192408	3.439524738	2.229538704	3.984598464	2.619793297	3.165532529	2.789080258	2.460375619
gene735	4.341252831	3.120278941	2.364628458	3.275680545	2.889366456	3.128756956	3.676267408	2.837882708
gene736	3.500139179	3.341880458	2.662358194	3.825154692	2.640155841	2.896971226	2.926039282	2.865372506
gene737	2.502552107	2.271327063	2.360102966	3.711792225	2.159177062	3.327730472	2.748489142	3.7106687
gene738	0	0	0	0	0	7.213755534	0	0
gene739	3.046922303	2.683188896	2.633266122	2.773213598	2.341527541	2.886292605	2.647001297	2.526564653
gene740	3.045051489	3.426971837	3.257488922	3.37425634	3.196359965	3.437348935	3.419095228	2.992728557
gene741	3.497957192	5.05E-10	0	5.885701253	0	4.52539239	0.011722774	2.79759409
gene742	3.044137034	3.406114847	2.552517251	3.310511721	2.584272246	2.930576504	3.131500589	2.761778854
gene743	3.09308179	3.395737362	3.387533492	3.394136819	3.222809197	3.966910301	3.508035598	2.734161156
gene744	2.466749786	3.694724217	3.203613072	2.906865589	3.088160258	3.323080348	3.532491519	2.843143702
gene745	3.51186016	3.23641455	2.695715489	3.137272346	3.210050596	3.270533427	2.871510529	2.856475828
gene746	1.035138238	3.446434901	2.646215663	2.914914631	2.987571906	3.829108746	2.987868368	2.747142454
gene747	3.320665184	3.990138009	3.32375051	2.458400379	2.91899677	3.370974697	3.16213429	2.612000924
gene748	3.506513085	2.382044671	3.173407308	3.43373932	2.262412109	2.626163421	2.897881266	3.329113548
gene749	1.952490129	0.377265929	0	1.156254217	1.256871775	1.970588645	1.638249963	1.728499594
gene750	2.299505503	2.812629653	3.149854403	1.525447518	1.780163092	2.922572748	2.809743695	1.736873259
gene751	3.286567741	2.886540393	3.09384071	2.617987219	3.312178676	3.305105228	3.138418034	3.176043463
gene752	4.560849437	3.60916396	1.937796341	1.949658187	1.248504476	1.61066227	3.4190723	2.170998608
gene753	3.519956991	3.176870063	2.959083877	2.8197254	2.335257424	3.546598176	3.538687143	2.992090422
gene754	0	0	0	0	0	0	0	0
gene755	2.905528048	3.031241672	3.005978387	2.775221252	1.822946281	3.561411681	3.023709561	3.059601013
gene756	2.228895632	3.515762906	2.235598406	3.339432451	2.198129505	2.67160362	1.822318182	2.481781998
gene757	0	0.906893673	5.021848349	1.735764772	3.115292985	5.77E-11	0	2.956881876
gene758	0	1.987466402	0	3.173613581	2.60224782	3.477146256	0	0
gene759	3.138118178	3.481970527	2.420037681	3.390524619	2.66930575	2.952710035	2.916654343	3.022854252
gene760	2.667558371	2.746738417	3.377699879	3.892944681	3.612871445	2.641973688	2.79480885	0.921530019
gene761	2.78E-08	3.267254123	3.417474496	0.00311466	3.90108893	2.755949362	2.32962881	3.208854328
gene762	1.44E-10	1.166696166	1.222520197	2.210435623	1.590237917	0.856191342	2.027720258	1.6236047
gene763	2.915019838	2.656862432	3.509037042	3.724584792	3.681820293	2.598207968	3.741596419	4.67E-05
gene764	2.538553062	3.241205624	2.768239384	3.210906247	3.155954809	2.955394646	2.994753489	2.925948164
gene765	4.458034151	4.496481524	3.218185991	2.573636282	2.681179367	3.221886359	1.943565062	3.295831737
gene766	0.000523792	2.295975694	2.66863655	3.300388805	2.240869927	3.332034758	3.372946528	3.004753055
gene767	2.848044996	2.384831746	3.392677365	3.024805461	0.046934522	3.822577204	0.040922161	3.10577193
gene768	3.585563498	2.678331116	2.660721017	3.058714784	1.737500735	3.28584014	2.746314916	2.012790335
gene769	2.716648557	3.377530535	2.713132702	3.650040733	2.94387258	2.749506379	2.733946483	3.037935647
gene770	2.405104693	3.065136266	2.930375909	2.905603137	2.668507211	3.394153286	3.267306567	2.770814249
gene771	3.261297618	2.968135	2.334788496	2.137280545	2.261293105	3.385304019	3.374451109	3.445477759
gene772	3.295990383	3.125421323	2.236079267	3.596267294	2.877339846	2.763927793	2.974971598	2.932235071
gene773	2.668321124	3.894623774	2.286674189	1.44E-11	3.316730813	3.547116633	0	1.650153352
gene774	2.935233425	2.883491789	2.868293645	3.017098803	3.151290587	2.92769359	2.725651735	2.998249671
gene775	2.560365242	2.923036956	2.855698738	3.60805222	3.318944404	2.948412089	2.745476148	2.727966185
gene776	3.125894065	2.890324112	2.380491196	3.705657267	2.252200668	2.921800006	2.771188354	2.549218181
gene777	0.00072551	3.338060664	3.038190327	2.959219304	3.791188942	3.980354395	3.107279438	3.001004127
gene778	0	0	0	0	0	0	0	0
gene779	2.652803107	3.121492904	2.853476742	3.013431887	3.171603962	2.811662144	2.755084123	2.608321955
gene780	2.392001369	2.322179102	2.541306672	2.649553382	3.024186681	3.131359003	3.055294584	2.995813723
gene781	3.891185848	3.041321845	3.037631729	2.577404657	3.277498313	2.394341272	2.918901391	3.833082361
gene782	2.789549816	2.479885007	0	0	0	0	0	0
gene783	3.423820168	3.185252873	2.91740884	3.002610718	2.591782326	2.790761614	3.105818854	2.930877343
gene784	0.988630886	2.316163124	2.985489501	1.753886887	3.030959287	3.531992722	3.181503332	3.093791705
gene785	3.164401744	2.568129417	3.168305068	2.507670341	2.876340129	2.602692037	1.901386326	2.413932513
gene786	3.224296552	3.712419697	2.531823092	3.767633613	3.097283794	3.031518709	3.10203322	2.689084418
gene787	2.360659247	2.174144319	2.453691403	3.686422087	2.418486824	2.864322854	3.461646422	3.240172343
gene788	2.519091464	3.074061805	2.780358398	3.551159145	3.006640926	3.699995744	3.30026579	2.009838021
gene789	3.960261478	2.069492517	3.243542657	2.379238337	2.781668155	2.883872973	3.760582906	2.644730775
gene790	3.271225454	3.215579204	2.116115191	2.605842757	2.39277077	2.318846094	3.051753173	2.515873897
gene791	0.570242381	2.673954354	3.77139967	2.121705076	2.156794613	3.365461587	2.657548548	3.545708957
gene792	3.176807845	0.435272276	1.888612731	1.73E-05	0.813634683	2.124969925	2.385762336	1.952855377
gene793	0	0	0	0	0	0	0	0
gene794	3.123426169	2.99282099	2.759652274	3.205237662	2.794347239	2.932716965	2.953317395	2.370585586
gene795	3.418376177	3.118487642	2.388539489	3.081958231	2.345561018	2.783282724	3.152585825	2.541708111
gene796	3.226651867	3.036265942	2.359006634	2.773234702	2.340032377	3.355248893	3.173802239	2.532593751
gene797	2.91224938	1.85146722	3.181113685	2.347002261	2.908194203	2.583966698	2.992982282	2.999309144
gene798	2.732345186	2.897894815	3.032300126	3.230854723	2.921253507	3.210496408	3.151485434	2.897403083
gene799	0	0	0	0	0	0	0	0
gene800	1.615675243	1.708619869	1.778679584	2.95157847	2.778778391	2.936347722	3.404345932	2.508623872
gene801	2.821612264	3.485298009	3.215041745	2.591179126	3.148646187	3.214202535	2.788255552	3.168791239
gene802	4.250756975	2.899504357	2.82581208	2.855589114	3.421394325	3.171871326	2.069152202	2.591665057
gene803	3.243279111	3.07261177	1.276943251	3.989656758	2.897976109	2.845819199	2.502037755	2.482729559
gene804	3.149613816	2.973587399	2.516393427	2.998886892	2.638514111	3.196308025	2.893841735	2.699833659
gene805	4.437334286	2.200118236	1.887384894	2.70495162	0.688973455	3.212718736	1.517457121	3.2347159
gene806	3.504035569	3.491186096	2.894026125	3.121822753	2.774110218	2.697602589	2.972056625	3.342295879
gene807	1.597359542	1.66886797	0.874209147	3.313498374	1.383143001	1.837547708	1.964346875	1.471478832
gene808	3.204048354	2.8746042	2.59742629	3.339745983	2.375587204	3.333492432	2.791372341	2.775208608
gene809	2.453549185	2.72943313	2.821777553	1.995053907	2.75189428	2.811300445	2.387847769	3.114270398
gene810	3.481996351	0	2.640542267	0.929061514	3.566522933	2.463277173	2.079569263	2.633084736
gene811	3.694456792	3.457788634	2.994185056	3.04463892	2.82337845	3.650488859	2.105979725	2.551698112
gene812	2.683667263	2.802141507	0.134876872	3.109633024	0.81340812	0.160406508	0.345065897	2.257526636
gene813	3.359872525	3.062639828	2.811425817	3.37875159	3.017601273	2.30268169	1.938654653	2.713799175
gene814	3.463805528	2.923164397	2.600148414	3.712617789	2.411114351	2.531695856	2.539501294	2.142567012
gene815	2.479168464	1.932873782	2.599810511	3.109084699	3.490390424	3.221758011	2.732857447	2.049696977
gene816	3.801210402	3.742502119	2.727831168	1.829532984	1.654394294	3.610522903	3.419420235	2.760778752
gene817	3.091144649	3.234746552	1.787925538	3.980738243	1.748225058	2.483217297	2.723230887	2.581283751
gene818	2.832278384	2.599751013	3.131115312	3.125209696	2.841944949	2.806740615	2.602214558	3.099498884
gene819	3.966255103	1.647383591	2.550610127	3.697184436	1.691525232	2.739273502	3.59547979	2.760180487
gene820	0.234994193	1.10435679	2.910985879	1.88792683	3.421056294	1.693065378	4.549687651	3.568287534
gene821	3.015254911	3.401711008	2.769409962	3.163241085	3.409481908	3.230427456	2.811563508	2.555308178
gene822	2.846784132	3.111558868	2.515667042	2.879707726	2.757360405	2.884502194	2.345120982	2.808862781
gene823	2.882241973	1.847736396	2.009440339	2.709449456	2.949378049	3.116359766	2.540421625	1.808492142
gene824	2.923025543	1.959395525	1.100802765	3.520095326	3.288662722	2.685911003	2.793808507	2.61234778
gene825	0.000190019	7.77E-05	4.14477243	1.94418753	3.195404297	3.4169397	3.316937848	3.32804081
gene826	2.823223537	3.100575722	2.403954816	2.729683276	2.709330342	2.23114974	2.443352036	2.417220628
gene827	1.569179965	1.554048507	2.900944072	2.736297472	3.290853433	3.723842486	3.436201825	3.743751915
gene828	2.215420783	2.976823685	2.236970121	3.329136516	2.01691345	2.19857273	2.957227437	2.651207867
gene829	3.110563697	2.850817422	2.062715803	2.759535104	1.75908764	2.899840741	2.828097377	2.180940298
gene830	1.441982706	3.212242478	2.274327271	1.252221866	1.363754206	1.257873563	2.42516386	1.130746404
gene831	2.758151778	1.783360262	0.341727348	1.768658616	1.73986538	2.841518307	2.466786323	2.267901294
gene832	2.094303642	1.552844285	1.616814055	1.433076955	1.477889702	1.99808355	0.76996042	2.276803336
gene833	2.331845639	3.428193321	2.739489544	2.971843327	2.812309276	3.640516817	0.57968703	2.518582976
gene834	2.716415896	3.055277229	3.054011436	3.276175038	2.982329212	3.362002708	2.942621472	2.954213064
gene835	0	0	0	7.029055273	0	0	0	0
gene836	2.245130531	3.456773301	2.401182626	2.803493642	2.037104551	2.982796488	2.861042228	2.934771239
gene837	2.739917212	2.524088757	2.482528222	3.15480191	3.001178921	2.601140247	2.61143445	2.732440706
gene838	2.350208679	2.571043293	1.729457059	3.147016828	2.650491156	2.006488336	2.952473356	2.778534513
gene839	2.419514622	1.063675503	0.653115063	1.04722427	1.86748929	2.013351485	2.213748536	0.306655383
gene840	3.554134485	3.063730718	0.48804706	3.450614785	3.585527446	2.287945039	1.988830085	2.822740344
gene841	1.923658836	3.038641614	3.429089669	2.690115338	2.549183673	3.520459966	2.552254095	3.009531708
gene842	3.939583916	3.621653376	2.676335118	2.338435825	2.365087789	3.0762136	2.58348298	2.514978153
gene843	3.289257567	2.788572963	2.724242069	3.166498542	3.19675181	1.933818102	3.189577896	2.306720119
gene844	2.511718503	2.636220899	2.886198941	2.969890923	3.495490511	2.652419952	3.11309536	3.057098437
gene845	3.657948631	3.768597221	2.238780746	1.677850976	0.246007908	1.508241014	3.013571239	2.82831677
gene846	4.831274304	0.867637942	1.800872987	0.931435717	0.715076271	8.35E-07	0.198171004	3.137590411
gene847	2.926768018	3.828895564	3.271217982	1.568693695	2.926859085	2.274148329	2.675928814	2.621374399
gene848	0.000649055	0.001681952	1.874926773	2.90561854	2.391465294	3.756799142	3.366631355	1.796037012
gene849	3.241002689	2.583942636	2.67333254	2.693098841	2.12498977	2.954261463	2.891168346	2.64878754
gene850	1.670069847	1.120743419	0	1.466480951	0	0	1.760591421	0.52159956
gene851	2.203097767	3.299125943	3.18083212	3.372672166	3.51148069	2.397112931	2.840521645	2.659504472
gene852	2.97465045	1.706433301	2.222430549	2.992003382	2.68170787	2.441119573	3.757546022	1.710895678
gene853	2.371182458	2.869543753	1.887996994	4.017636903	2.779759796	2.113737166	2.703417473	2.591823009
gene854	2.513341668	2.690955631	1.769771739	2.286819063	1.887700723	2.673133503	2.851890931	2.022765498
gene855	2.508532604	2.330254341	2.050623586	3.256254363	2.125016229	2.521279439	2.490295427	2.619401272
gene856	2.813914554	4.462196319	2.850373391	1.938026027	3.02605108	1.833525672	3.108745235	3.535816577
gene857	2.563285062	2.955582493	2.167768967	2.739489544	2.998040211	2.816892516	2.201241771	2.550321993
gene858	3.522256668	3.298668579	2.176699356	3.722608101	2.884853813	3.015954227	2.698687445	1.56437329
gene859	1.712736632	2.923111139	0.850882615	0.656991447	2.540672071	2.299414652	2.93554461	1.22579317
gene860	2.933610405	2.146404325	1.98299175	2.938904898	1.954951899	2.433247917	2.435580592	2.588233707
gene861	2.542183746	2.500279428	3.035328303	2.862697358	2.532758304	3.068239141	2.638720298	3.134393461
gene862	1.518827173	3.133037379	2.902910968	1.77876788	3.596887449	3.371427829	3.131024741	2.776165064
gene863	2.907079095	1.990911307	2.912757153	3.722411376	2.251909925	1.681705622	2.344419486	3.428358163
gene864	4.280072912	2.63840753	2.228701731	4.283106879	2.398262799	1.686047758	3.443964629	2.554571662
gene865	4.023734397	1.979699789	2.386333647	2.782488246	1.399996817	1.154187843	2.9899764	1.628349005
gene866	2.231054481	2.731971728	2.502554653	3.145504647	2.239297214	2.476231318	2.900014702	3.259945839
gene867	2.956296462	2.922888578	1.926029791	3.288912203	1.687710203	2.411564543	3.020959055	1.512596048
